"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cluster-worker-2",,,,"User:","ubuntu"
"Cmdline:","dstat --time -c -m -d -n --io --top-bio --output nbt_cidd_2.csv",,,,"Date:","26 Sep 2019 07:24:50 UTC"

"system","total cpu usage",,,,,,"memory usage",,,,"dsk/total",,"net/total",,"io/total",,"most expensive"
26-09 08:35:17,0.503,0.0,99.497,0.0,0.0,0.0,741834752.0,17559552.0,1444134912.0,1939795968.0,1048576.0,0.0,282.0,1398.0,4.0,0.0,java / 1048576:0
26-09 08:35:18,0.500,0.500,98.500,0.500,0.0,0.0,741826560.0,17567744.0,1444134912.0,1939795968.0,1048576.0,12288.0,239.0,946.0,4.0,2.0,java / 1048576:0
26-09 08:35:19,0.503,0.0,97.487,2.010,0.0,0.0,741642240.0,17567744.0,1444192256.0,1939922944.0,1048576.0,0.0,173.0,860.0,4.0,0.0,java / 1048576:0
26-09 08:35:20,1.005,0.503,98.492,0.0,0.0,0.0,741769216.0,17567744.0,1444192256.0,1939795968.0,1048576.0,0.0,282.0,1398.0,4.0,0.0,java / 1048576:4096
26-09 08:35:21,0.0,0.0,99.500,0.500,0.0,0.0,741769216.0,17567744.0,1444192256.0,1939795968.0,1048576.0,0.0,173.0,852.0,4.0,0.0,java / 1048576:0
26-09 08:35:22,0.503,0.0,99.497,0.0,0.0,0.0,741769216.0,17567744.0,1444192256.0,1939795968.0,1048576.0,0.0,173.0,852.0,4.0,0.0,java / 1048576:0
26-09 08:35:23,0.498,0.498,98.010,0.995,0.0,0.0,741658624.0,17575936.0,1444134912.0,1939955712.0,1048576.0,16384.0,348.0,1492.0,4.0,2.0,java / 1048576:0
26-09 08:35:24,0.500,0.500,99.0,0.0,0.0,0.0,741785600.0,17575936.0,1444134912.0,1939828736.0,1048576.0,0.0,173.0,860.0,4.0,0.0,java / 1048576:0
26-09 08:35:25,0.503,0.0,99.497,0.0,0.0,0.0,741785600.0,17575936.0,1444134912.0,1939828736.0,1048576.0,0.0,173.0,852.0,4.0,0.0,java / 1048576:0
26-09 08:35:26,0.505,0.0,99.495,0.0,0.0,0.0,741785600.0,17575936.0,1444134912.0,1939828736.0,1048576.0,0.0,282.0,1398.0,4.0,0.0,java / 1048576:0
26-09 08:35:27,1.493,0.995,97.015,0.498,0.0,0.0,739876864.0,17575936.0,1444265984.0,1941606400.0,1179648.0,0.0,239.0,946.0,5.0,0.0,java / 1179648:0
26-09 08:35:28,1.0,0.0,98.0,1.0,0.0,0.0,739991552.0,17584128.0,1444270080.0,1941479424.0,1048576.0,53248.0,239.0,946.0,4.0,5.0,java / 1048576:8192
26-09 08:35:29,0.500,0.0,99.0,0.500,0.0,0.0,739872768.0,17584128.0,1444007936.0,1941860352.0,786432.0,0.0,282.0,1414.0,3.0,0.0,java / 786432:8192
26-09 08:35:30,0.503,0.0,99.497,0.0,0.0,0.0,739872768.0,17584128.0,1444007936.0,1941860352.0,1048576.0,0.0,173.0,852.0,4.0,0.0,java / 1048576:0
26-09 08:35:31,0.498,0.498,99.005,0.0,0.0,0.0,739840000.0,17584128.0,1444007936.0,1941893120.0,1048576.0,0.0,173.0,852.0,4.0,0.0,java / 1048576:0
26-09 08:35:32,0.500,0.500,99.0,0.0,0.0,0.0,739840000.0,17584128.0,1444007936.0,1941893120.0,1048576.0,0.0,282.0,1464.0,4.0,0.0,java / 1048576:0
26-09 08:35:33,0.500,0.0,98.500,1.0,0.0,0.0,739831808.0,17592320.0,1444007936.0,1941893120.0,1048576.0,40960.0,305.0,1686.0,4.0,5.0,java / 1048576:0
26-09 08:35:34,0.503,0.0,99.497,0.0,0.0,0.0,739831808.0,17592320.0,1444007936.0,1941893120.0,1048576.0,0.0,215.0,902.0,4.0,0.0,java / 1048576:0
26-09 08:35:35,0.500,0.500,99.0,0.0,0.0,0.0,739647488.0,17592320.0,1444065280.0,1942020096.0,1048576.0,0.0,282.0,1398.0,4.0,0.0,java / 1048576:0
26-09 08:35:36,1.0,0.0,99.0,0.0,0.0,0.0,739774464.0,17592320.0,1444065280.0,1941893120.0,1048576.0,0.0,173.0,852.0,4.0,0.0,java / 1048576:0
26-09 08:35:37,0.500,0.0,99.500,0.0,0.0,0.0,739774464.0,17592320.0,1444065280.0,1941893120.0,1048576.0,0.0,239.0,946.0,4.0,0.0,java / 1048576:0
26-09 08:35:38,1.0,0.0,98.0,1.0,0.0,0.0,739606528.0,17600512.0,1444065280.0,1942052864.0,1048576.0,28672.0,348.0,1492.0,4.0,3.0,java / 1048576:0
26-09 08:35:39,0.0,0.503,98.995,0.503,0.0,0.0,739753984.0,17600512.0,1444007936.0,1941962752.0,1048576.0,0.0,173.0,860.0,4.0,0.0,java / 1048576:0
26-09 08:35:40,0.995,0.498,98.507,0.0,0.0,0.0,739815424.0,17600512.0,1444007936.0,1941901312.0,1048576.0,0.0,173.0,852.0,4.0,0.0,java / 1048576:0
26-09 08:35:41,0.500,0.500,99.0,0.0,0.0,0.0,739688448.0,17600512.0,1444007936.0,1942028288.0,1048576.0,0.0,282.0,1398.0,4.0,0.0,java / 1048576:0
26-09 08:35:42,0.495,0.495,98.515,0.495,0.0,0.0,739688448.0,17600512.0,1444007936.0,1942028288.0,1048576.0,0.0,173.0,852.0,4.0,0.0,java / 1048576:0
26-09 08:35:43,0.0,0.0,99.495,0.505,0.0,0.0,739803136.0,17608704.0,1444139008.0,1941774336.0,1179648.0,24576.0,239.0,946.0,5.0,2.0,java / 1179648:0
26-09 08:35:44,0.498,0.498,98.507,0.498,0.0,0.0,739803136.0,17608704.0,1444139008.0,1941774336.0,1048576.0,0.0,175.0,1114.0,4.0,0.0,java / 1048576:0
26-09 08:35:45,0.503,0.0,99.497,0.0,0.0,0.0,739803136.0,17608704.0,1444139008.0,1941774336.0,1048576.0,0.0,173.0,358.0,4.0,0.0,java / 1048576:0
26-09 08:35:46,0.503,0.0,99.497,0.0,0.0,0.0,739770368.0,17608704.0,1444139008.0,1941807104.0,1048576.0,0.0,173.0,852.0,4.0,0.0,java / 1048576:0
26-09 08:35:47,0.503,0.0,99.497,0.0,0.0,0.0,739770368.0,17608704.0,1444139008.0,1941807104.0,1048576.0,0.0,282.0,1826.0,4.0,0.0,java / 1048576:0
26-09 08:35:48,0.500,0.0,98.500,1.0,0.0,0.0,739762176.0,17616896.0,1444139008.0,1941807104.0,1048576.0,12288.0,317.0,1012.0,4.0,2.0,java / 1048576:0
26-09 08:35:49,0.498,0.498,99.005,0.0,0.0,0.0,739762176.0,17616896.0,1444139008.0,1941807104.0,1048576.0,0.0,173.0,844.0,4.0,0.0,java / 1048576:0
26-09 08:35:50,0.0,0.503,99.497,0.0,0.0,0.0,739762176.0,17616896.0,1444139008.0,1941807104.0,1048576.0,0.0,282.0,1834.0,4.0,0.0,java / 1048576:0
26-09 08:35:51,0.0,0.0,99.497,0.503,0.0,0.0,739577856.0,17616896.0,1444196352.0,1941934080.0,1048576.0,0.0,173.0,424.0,4.0,0.0,java / 1048576:0
26-09 08:35:52,0.0,1.0,99.0,0.0,0.0,0.0,739704832.0,17616896.0,1444196352.0,1941807104.0,1048576.0,0.0,239.0,1374.0,5.0,0.0,java / 1048576:0
26-09 08:35:53,1.0,0.0,98.0,1.0,0.0,0.0,739536896.0,17625088.0,1444196352.0,1941966848.0,1048576.0,12288.0,426.0,1978.0,4.0,2.0,java / 1048576:0
26-09 08:35:54,0.0,0.0,100.0,0.0,0.0,0.0,739536896.0,17625088.0,1444196352.0,1941966848.0,1048576.0,0.0,239.0,962.0,4.0,0.0,java / 1048576:0
26-09 08:35:55,0.503,0.0,99.497,0.0,0.0,0.0,739594240.0,17625088.0,1444139008.0,1941966848.0,1048576.0,0.0,173.0,852.0,4.0,0.0,java / 1048576:0
26-09 08:35:56,0.0,0.500,99.0,0.500,0.0,0.0,739717120.0,17625088.0,1444143104.0,1941839872.0,1048576.0,0.0,348.0,1492.0,4.0,0.0,java / 1048576:0
26-09 08:35:57,0.500,0.0,99.500,0.0,0.0,0.0,739717120.0,17625088.0,1444143104.0,1941839872.0,1048576.0,0.0,173.0,852.0,4.0,0.0,java / 1048576:0
26-09 08:35:58,0.503,0.0,98.492,1.005,0.0,0.0,739844096.0,17633280.0,1443880960.0,1941966848.0,786432.0,12288.0,317.0,1012.0,3.0,2.0,java / 786432:0
26-09 08:35:59,0.500,0.500,99.0,0.0,0.0,0.0,739823616.0,17633280.0,1443901440.0,1941966848.0,1069056.0,28672.0,282.0,1826.0,5.0,4.0,java / 1069056:16384
26-09 08:36:00,0.503,0.0,98.492,1.005,0.0,0.0,739987456.0,17633280.0,1443901440.0,1941803008.0,1048576.0,0.0,215.0,934.0,4.0,0.0,java / 1048576:0
26-09 08:36:01,1.0,0.0,98.0,1.0,0.0,0.0,739987456.0,17645568.0,1443889152.0,1941803008.0,1060864.0,0.0,239.0,922.0,7.0,0.0,java / 1048576:0
26-09 08:36:02,0.495,0.495,98.020,0.495,0.0,0.495,739975168.0,17645568.0,1443901440.0,1941803008.0,1048576.0,0.0,282.0,1398.0,4.0,0.0,java / 1048576:0
26-09 08:36:03,0.503,0.503,98.492,0.503,0.0,0.0,739962880.0,17657856.0,1443901440.0,1941803008.0,1048576.0,73728.0,239.0,946.0,4.0,2.0,java / 1048576:0
26-09 08:36:04,0.495,0.495,97.525,1.485,0.0,0.0,739962880.0,17657856.0,1443901440.0,1941803008.0,1048576.0,114688.0,173.0,860.0,4.0,20.0,java / 1048576:8192
26-09 08:36:05,0.0,0.0,100.0,0.0,0.0,0.0,739962880.0,17657856.0,1443901440.0,1941803008.0,1048576.0,0.0,426.0,2026.0,4.0,0.0,java / 1048576:8192
26-09 08:36:06,0.503,0.0,99.497,0.0,0.0,0.0,739962880.0,17657856.0,1443901440.0,1941803008.0,1048576.0,0.0,173.0,852.0,4.0,0.0,java / 1048576:0
26-09 08:36:07,0.498,0.498,98.507,0.498,0.0,0.0,739823616.0,17657856.0,1444007936.0,1941835776.0,1048576.0,0.0,173.0,852.0,4.0,0.0,java / 1048576:0
26-09 08:36:08,0.503,0.0,98.492,1.005,0.0,0.0,739864576.0,17666048.0,1443958784.0,1941835776.0,1048576.0,36864.0,348.0,1492.0,4.0,3.0,java / 1048576:0
26-09 08:36:09,0.500,0.0,99.500,0.0,0.0,0.0,739864576.0,17666048.0,1443958784.0,1941835776.0,1048576.0,0.0,173.0,860.0,4.0,0.0,java / 1048576:0
26-09 08:36:10,0.0,0.503,99.497,0.0,0.0,0.0,739864576.0,17666048.0,1443958784.0,1941835776.0,1048576.0,0.0,317.0,1012.0,4.0,0.0,java / 1048576:0
26-09 08:36:11,0.0,0.503,99.497,0.0,0.0,0.0,739966976.0,17666048.0,1443876864.0,1941815296.0,1048576.0,0.0,282.0,1818.0,4.0,0.0,java / 1048576:0
26-09 08:36:12,0.498,0.498,98.507,0.498,0.0,0.0,739872768.0,17666048.0,1443983360.0,1941803008.0,1048576.0,0.0,173.0,852.0,4.0,0.0,java / 1048576:0
26-09 08:36:13,0.0,0.503,98.995,0.503,0.0,0.0,739946496.0,17674240.0,1443889152.0,1941815296.0,1048576.0,12288.0,239.0,946.0,4.0,2.0,java / 1048576:0
26-09 08:36:14,0.0,0.503,99.497,0.0,0.0,0.0,739991552.0,17674240.0,1443889152.0,1941770240.0,1048576.0,0.0,282.0,1472.0,4.0,0.0,java / 1048576:0
26-09 08:36:15,0.495,0.495,98.515,0.495,0.0,0.0,739913728.0,17674240.0,1443889152.0,1941848064.0,1048576.0,0.0,569.0,2094.0,4.0,0.0,java / 1048576:0
26-09 08:36:16,0.0,0.505,98.990,0.505,0.0,0.0,739991552.0,17674240.0,1443889152.0,1941770240.0,1048576.0,0.0,239.0,946.0,4.0,0.0,java / 1048576:0
26-09 08:36:17,0.498,0.498,98.010,0.995,0.0,0.0,739561472.0,17674240.0,1443966976.0,1942122496.0,1064960.0,0.0,348.0,1492.0,10.0,0.0,java / 1064960:0
26-09 08:36:18,0.500,0.0,98.500,1.0,0.0,0.0,740061184.0,17682432.0,1443938304.0,1941643264.0,1081344.0,16384.0,239.0,946.0,5.0,2.0,java / 1081344:0
26-09 08:36:19,0.0,0.503,99.497,0.0,0.0,0.0,740003840.0,17682432.0,1444089856.0,1941549056.0,1114112.0,0.0,317.0,1028.0,5.0,0.0,java / 1114112:0
26-09 08:36:20,0.0,0.505,98.990,0.505,0.0,0.0,740065280.0,17682432.0,1444003840.0,1941573632.0,1048576.0,0.0,426.0,2414.0,4.0,0.0,java / 1048576:0
26-09 08:36:21,0.995,0.498,98.507,0.0,0.0,0.0,740065280.0,17682432.0,1444003840.0,1941573632.0,1048576.0,0.0,239.0,946.0,4.0,0.0,java / 1048576:0
26-09 08:36:22,0.0,0.0,100.0,0.0,0.0,0.0,740065280.0,17682432.0,1444003840.0,1941573632.0,1048576.0,0.0,239.0,946.0,4.0,0.0,java / 1048576:0
26-09 08:36:23,0.500,0.500,98.500,0.500,0.0,0.0,739979264.0,17690624.0,1444208640.0,1941446656.0,1179648.0,12288.0,348.0,1492.0,5.0,2.0,java / 1179648:0
26-09 08:36:24,0.500,0.0,99.0,0.500,0.0,0.0,740073472.0,17690624.0,1444241408.0,1941319680.0,1048576.0,0.0,239.0,962.0,4.0,0.0,java / 1048576:0
26-09 08:36:25,0.0,0.503,99.497,0.0,0.0,0.0,740134912.0,17690624.0,1444233216.0,1941266432.0,1048576.0,0.0,281.0,1012.0,4.0,0.0,java / 1048576:0
26-09 08:36:26,0.500,0.500,99.0,0.0,0.0,0.0,740442112.0,17690624.0,1443926016.0,1941266432.0,786432.0,0.0,348.0,1468.0,3.0,0.0,java / 786432:0
26-09 08:36:27,0.0,0.0,99.497,0.503,0.0,0.0,740397056.0,17690624.0,1443971072.0,1941266432.0,1048576.0,0.0,239.0,946.0,4.0,0.0,java / 1048576:0
26-09 08:36:28,0.498,0.498,98.010,0.995,0.0,0.0,740085760.0,17698816.0,1444020224.0,1941520384.0,1048576.0,12288.0,239.0,946.0,4.0,2.0,java / 1048576:0
26-09 08:36:29,1.0,0.0,99.0,0.0,0.0,0.0,740524032.0,17698816.0,1443876864.0,1941225472.0,1048576.0,0.0,348.0,1508.0,4.0,0.0,java / 1048576:0
26-09 08:36:30,0.0,0.0,100.0,0.0,0.0,0.0,740524032.0,17698816.0,1443876864.0,1941225472.0,1048576.0,0.0,239.0,946.0,4.0,0.0,java / 1048576:0
26-09 08:36:31,0.990,0.495,98.515,0.0,0.0,0.0,740237312.0,17698816.0,1444028416.0,1941360640.0,1179648.0,0.0,239.0,946.0,5.0,0.0,java / 1179648:0
26-09 08:36:32,0.503,0.0,99.497,0.0,0.0,0.0,740384768.0,17698816.0,1444007936.0,1941233664.0,1048576.0,0.0,348.0,1492.0,4.0,0.0,java / 1048576:0
26-09 08:36:33,0.503,0.0,98.492,1.005,0.0,0.0,740376576.0,17707008.0,1444007936.0,1941233664.0,1048576.0,12288.0,317.0,1012.0,4.0,2.0,java / 1048576:0
26-09 08:36:34,0.0,0.503,99.497,0.0,0.0,0.0,740376576.0,17707008.0,1444007936.0,1941233664.0,1048576.0,28672.0,341.0,1448.0,4.0,4.0,java / 1048576:8192
26-09 08:36:35,0.498,0.498,98.507,0.498,0.0,0.0,740376576.0,17707008.0,1444007936.0,1941233664.0,1048576.0,0.0,348.0,1516.0,4.0,0.0,java / 1048576:8192
26-09 08:36:36,0.503,0.0,99.497,0.0,0.0,0.0,740376576.0,17707008.0,1444007936.0,1941233664.0,1048576.0,0.0,239.0,954.0,4.0,0.0,java / 1048576:0
26-09 08:36:37,0.0,0.0,100.0,0.0,0.0,0.0,740343808.0,17707008.0,1444007936.0,1941266432.0,1048576.0,0.0,239.0,946.0,4.0,0.0,java / 1048576:0
26-09 08:36:38,0.995,0.0,97.512,1.493,0.0,0.0,740532224.0,17715200.0,1444007936.0,1941069824.0,1048576.0,20480.0,348.0,1492.0,4.0,2.0,java / 1048576:0
26-09 08:36:39,0.500,0.500,99.0,0.0,0.0,0.0,740556800.0,17715200.0,1444007936.0,1941045248.0,1048576.0,20480.0,239.0,962.0,4.0,4.0,java / 1048576:0
26-09 08:36:40,0.503,0.503,98.492,0.503,0.0,0.0,740835328.0,17723392.0,1444052992.0,1940713472.0,1048576.0,40960.0,629.0,1028.0,4.0,4.0,java / 1048576:0
26-09 08:36:41,0.0,0.503,99.497,0.0,0.0,0.0,740274176.0,17723392.0,1444151296.0,1941176320.0,1048576.0,0.0,348.0,1784.0,4.0,0.0,java / 1048576:0
26-09 08:36:42,0.995,0.0,98.507,0.498,0.0,0.0,740634624.0,17723392.0,1444007936.0,1940959232.0,1048576.0,0.0,239.0,946.0,4.0,0.0,java / 1048576:0
26-09 08:36:43,0.0,0.0,100.0,0.0,0.0,0.0,740577280.0,17723392.0,1444007936.0,1941016576.0,1048576.0,0.0,239.0,946.0,4.0,0.0,java / 1048576:0
26-09 08:36:44,0.500,0.500,99.0,0.0,0.0,0.0,740577280.0,17723392.0,1444007936.0,1941016576.0,1048576.0,0.0,348.0,1492.0,4.0,0.0,java / 1048576:0
26-09 08:36:45,0.0,0.500,99.0,0.500,0.0,0.0,740577280.0,17723392.0,1444007936.0,1941016576.0,1048576.0,0.0,281.0,1012.0,4.0,0.0,java / 1048576:0
26-09 08:36:46,0.505,0.0,98.990,0.505,0.0,0.0,740569088.0,17731584.0,1444007936.0,1941016576.0,1048576.0,16384.0,239.0,922.0,4.0,2.0,java / 1048576:0
26-09 08:36:47,0.0,0.500,99.0,0.500,0.0,0.0,740544512.0,17731584.0,1444159488.0,1940889600.0,1179648.0,0.0,348.0,1508.0,5.0,0.0,java / 1179648:0
26-09 08:36:48,0.500,0.0,99.0,0.500,0.0,0.0,740564992.0,17731584.0,1444139008.0,1940889600.0,1048576.0,0.0,239.0,946.0,4.0,0.0,java / 1048576:0
26-09 08:36:49,0.0,1.0,99.0,0.0,0.0,0.0,740532224.0,17731584.0,1444139008.0,1940922368.0,1048576.0,0.0,239.0,946.0,4.0,0.0,java / 1048576:0
26-09 08:36:50,0.503,0.0,99.497,0.0,0.0,0.0,740532224.0,17731584.0,1444139008.0,1940922368.0,1048576.0,0.0,348.0,1492.0,4.0,0.0,java / 1048576:0
26-09 08:36:51,0.503,0.503,98.492,0.503,0.0,0.0,740524032.0,17739776.0,1444139008.0,1940922368.0,1048576.0,12288.0,281.0,988.0,4.0,2.0,java / 1048576:0
26-09 08:36:52,0.495,0.495,98.515,0.495,0.0,0.0,740417536.0,17739776.0,1444245504.0,1940922368.0,1048576.0,0.0,239.0,962.0,4.0,0.0,java / 1048576:0
26-09 08:36:53,0.0,0.500,99.500,0.0,0.0,0.0,740241408.0,17739776.0,1444294656.0,1941049344.0,1048576.0,0.0,348.0,1492.0,4.0,0.0,java / 1048576:0
26-09 08:36:54,0.500,0.500,99.0,0.0,0.0,0.0,740384768.0,17739776.0,1444237312.0,1940963328.0,1048576.0,0.0,239.0,946.0,4.0,0.0,java / 1048576:0
26-09 08:36:55,0.0,0.0,100.0,0.0,0.0,0.0,740659200.0,17739776.0,1443930112.0,1940996096.0,786432.0,0.0,239.0,946.0,3.0,0.0,java / 786432:0
26-09 08:36:56,0.500,0.500,97.0,2.0,0.0,0.0,740601856.0,17752064.0,1443975168.0,1940996096.0,1048576.0,49152.0,348.0,1558.0,4.0,2.0,java / 1048576:0
26-09 08:36:57,0.995,0.498,98.507,0.0,0.0,0.0,740347904.0,17752064.0,1443975168.0,1941250048.0,1048576.0,0.0,569.0,2110.0,4.0,0.0,java / 1048576:0
26-09 08:36:58,0.0,0.0,100.0,0.0,0.0,0.0,740585472.0,17752064.0,1444032512.0,1940955136.0,1048576.0,0.0,239.0,946.0,4.0,0.0,java / 1048576:0
26-09 08:36:59,0.498,0.498,99.005,0.0,0.0,0.0,740552704.0,17752064.0,1444032512.0,1940987904.0,1048576.0,0.0,426.0,1978.0,4.0,0.0,java / 1048576:0
26-09 08:37:00,0.503,0.0,98.995,0.503,0.0,0.0,740552704.0,17752064.0,1444032512.0,1940987904.0,1048576.0,0.0,239.0,946.0,4.0,0.0,java / 1048576:0
26-09 08:37:01,0.0,0.500,97.500,2.0,0.0,0.0,740544512.0,17760256.0,1444032512.0,1940987904.0,1048576.0,12288.0,239.0,946.0,4.0,2.0,java / 1048576:0
26-09 08:37:02,0.995,0.498,98.507,0.0,0.0,0.0,740544512.0,17760256.0,1444032512.0,1940987904.0,1048576.0,0.0,348.0,1508.0,4.0,0.0,java / 1048576:0
26-09 08:37:03,0.500,0.0,99.500,0.0,0.0,0.0,740519936.0,17760256.0,1444184064.0,1940860928.0,1179648.0,0.0,317.0,1432.0,5.0,0.0,java / 1179648:0
26-09 08:37:04,0.503,0.0,98.995,0.503,0.0,0.0,740540416.0,17760256.0,1444163584.0,1940860928.0,1048576.0,28672.0,239.0,946.0,4.0,4.0,java / 1048576:8192
26-09 08:37:05,0.500,0.500,99.0,0.0,0.0,0.0,740507648.0,17760256.0,1444163584.0,1940893696.0,1048576.0,0.0,348.0,1516.0,4.0,0.0,java / 1048576:8192
26-09 08:37:06,0.0,0.0,98.995,1.005,0.0,0.0,740499456.0,17768448.0,1444163584.0,1940893696.0,1048576.0,20480.0,239.0,954.0,4.0,2.0,java / 1048576:0
26-09 08:37:07,0.498,0.498,98.507,0.498,0.0,0.0,740499456.0,17768448.0,1444163584.0,1940893696.0,1048576.0,0.0,239.0,962.0,4.0,0.0,java / 1048576:0
26-09 08:37:08,0.0,0.503,98.995,0.503,0.0,0.0,739897344.0,17768448.0,1445072896.0,1940586496.0,1048576.0,0.0,348.0,1492.0,4.0,0.0,java / 1048576:0
26-09 08:37:09,0.0,0.0,100.0,0.0,0.0,0.0,739459072.0,17768448.0,1445130240.0,1940967424.0,1048576.0,0.0,239.0,946.0,4.0,0.0,java / 1048576:0
26-09 08:37:10,0.990,0.495,98.020,0.495,0.0,0.0,739840000.0,17768448.0,1445130240.0,1940586496.0,1048576.0,0.0,317.0,1432.0,4.0,0.0,java / 1048576:0
26-09 08:37:11,0.0,0.505,98.990,0.505,0.0,0.0,739799040.0,17776640.0,1445130240.0,1940619264.0,1048576.0,12288.0,348.0,1492.0,4.0,2.0,java / 1048576:0
26-09 08:37:12,0.0,0.0,98.995,1.005,0.0,0.0,739799040.0,17776640.0,1445130240.0,1940619264.0,1048576.0,0.0,317.0,1464.0,4.0,0.0,java / 1048576:0
26-09 08:37:13,0.995,0.0,98.507,0.498,0.0,0.0,739672064.0,17776640.0,1445072896.0,1940803584.0,1048576.0,0.0,239.0,946.0,4.0,0.0,java / 1048576:0
26-09 08:37:14,0.503,0.503,98.995,0.0,0.0,0.0,740052992.0,17776640.0,1445072896.0,1940422656.0,1048576.0,61440.0,348.0,1492.0,4.0,12.0,java / 1048576:0
26-09 08:37:15,0.503,0.0,99.497,0.0,0.0,0.0,740052992.0,17776640.0,1445072896.0,1940422656.0,1048576.0,0.0,239.0,962.0,4.0,0.0,java / 1048576:0
26-09 08:37:16,0.995,0.0,97.512,1.493,0.0,0.0,740044800.0,17784832.0,1445072896.0,1940422656.0,1048576.0,28672.0,239.0,946.0,4.0,3.0,java / 1048576:0
26-09 08:37:17,0.500,0.500,99.0,0.0,0.0,0.0,740012032.0,17784832.0,1445072896.0,1940455424.0,1048576.0,0.0,390.0,1550.0,4.0,0.0,java / 1048576:0
26-09 08:37:18,0.503,0.0,99.497,0.0,0.0,0.0,740012032.0,17784832.0,1445072896.0,1940455424.0,1048576.0,0.0,239.0,946.0,4.0,0.0,java / 1048576:0
26-09 08:37:19,0.495,0.495,98.515,0.495,0.0,0.0,740012032.0,17784832.0,1445072896.0,1940455424.0,1048576.0,0.0,239.0,946.0,4.0,0.0,java / 1048576:0
26-09 08:37:20,0.500,0.500,99.0,0.0,0.0,0.0,740003840.0,17784832.0,1445208064.0,1940328448.0,1179648.0,0.0,426.0,1978.0,5.0,0.0,java / 1179648:0
26-09 08:37:21,0.0,0.0,99.495,0.505,0.0,0.0,739995648.0,17793024.0,1445208064.0,1940328448.0,1048576.0,12288.0,239.0,946.0,4.0,2.0,java / 1048576:0
26-09 08:37:22,0.500,0.500,99.0,0.0,0.0,0.0,739995648.0,17793024.0,1445208064.0,1940328448.0,1048576.0,0.0,239.0,962.0,4.0,0.0,java / 1048576:0
26-09 08:37:23,0.500,0.0,99.0,0.500,0.0,0.0,739962880.0,17793024.0,1445208064.0,1940361216.0,1048576.0,0.0,348.0,1492.0,4.0,0.0,java / 1048576:0
26-09 08:37:24,0.0,0.0,100.0,0.0,0.0,0.0,739971072.0,17793024.0,1444945920.0,1940615168.0,786432.0,0.0,239.0,946.0,3.0,0.0,java / 786432:0
26-09 08:37:25,0.500,0.500,99.0,0.0,0.0,0.0,739737600.0,17793024.0,1445052416.0,1940742144.0,1048576.0,0.0,239.0,946.0,4.0,0.0,java / 1048576:0
26-09 08:37:26,0.500,0.0,98.500,1.0,0.0,0.0,739905536.0,17801216.0,1445003264.0,1940615168.0,1048576.0,12288.0,348.0,1492.0,4.0,2.0,java / 1048576:0
26-09 08:37:27,0.0,0.500,99.0,0.500,0.0,0.0,739905536.0,17801216.0,1445003264.0,1940615168.0,1048576.0,0.0,317.0,1464.0,4.0,0.0,java / 1048576:0
26-09 08:37:28,0.0,0.500,99.500,0.0,0.0,0.0,739905536.0,17801216.0,1445003264.0,1940615168.0,1048576.0,0.0,317.0,1432.0,4.0,0.0,java / 1048576:0
26-09 08:37:29,0.503,5.025,94.472,0.0,0.0,0.0,723402752.0,17801216.0,744964096.0,2657157120.0,1048576.0,0.0,528.0,1492.0,4.0,0.0,java / 1048576:12288
26-09 08:37:30,0.500,0.0,99.500,0.0,0.0,0.0,723480576.0,17801216.0,744931328.0,2657112064.0,1048576.0,0.0,239.0,954.0,4.0,0.0,java / 1048576:0
26-09 08:37:31,0.0,0.500,98.500,1.0,0.0,0.0,723345408.0,17809408.0,744931328.0,2657239040.0,1048576.0,94208.0,239.0,946.0,4.0,2.0,java / 1048576:0
26-09 08:37:32,0.503,0.0,99.497,0.0,0.0,0.0,723218432.0,17809408.0,744931328.0,2657366016.0,1048576.0,0.0,348.0,1508.0,4.0,0.0,java / 1048576:0
26-09 08:37:33,0.995,0.498,98.507,0.0,0.0,0.0,723218432.0,17809408.0,744931328.0,2657366016.0,1048576.0,0.0,239.0,946.0,4.0,0.0,java / 1048576:0
26-09 08:37:34,0.0,0.0,100.0,0.0,0.0,0.0,723218432.0,17809408.0,744931328.0,2657366016.0,1048576.0,32768.0,239.0,946.0,4.0,3.0,java / 1048576:8192
26-09 08:37:35,0.0,0.995,99.005,0.0,0.0,0.0,723185664.0,17809408.0,744931328.0,2657398784.0,1048576.0,0.0,348.0,1516.0,4.0,0.0,java / 1048576:8192
26-09 08:37:36,0.503,0.0,98.492,1.005,0.0,0.0,723173376.0,17817600.0,745062400.0,2657271808.0,1179648.0,20480.0,239.0,954.0,5.0,2.0,java / 1179648:0
26-09 08:37:37,0.500,0.0,99.0,0.500,0.0,0.0,723173376.0,17817600.0,745062400.0,2657271808.0,1048576.0,0.0,317.0,1464.0,4.0,0.0,java / 1048576:0
26-09 08:37:38,0.503,0.0,99.497,0.0,0.0,0.0,723173376.0,17817600.0,745062400.0,2657271808.0,1048576.0,0.0,348.0,1558.0,4.0,0.0,java / 1048576:0
26-09 08:37:39,0.0,0.0,99.497,0.503,0.0,0.0,723140608.0,17817600.0,745062400.0,2657304576.0,1048576.0,0.0,569.0,2094.0,4.0,0.0,java / 1048576:0
26-09 08:37:40,0.498,0.498,99.005,0.0,0.0,0.0,723140608.0,17817600.0,745062400.0,2657304576.0,1048576.0,0.0,239.0,946.0,4.0,0.0,java / 1048576:0
