"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cluster7-worker7-2",,,,"User:","ubuntu"
"Cmdline:","dstat --top-io --top-bio --top-cpu --top-mem --net --disk --output /home/ubuntu/Cloud/OpenStack/resourceUsage/RFBot-parallel3.csv -t 1",,,,"Date:","05 Sep 2019 07:51:54 UTC"

"most expensive","most expensive","most expensive","most expensive","net/total",,"dsk/total",,"system"
"i/o process","block i/o process","cpu process","memory process","recv","send","read","writ","time"
java / 65139833:109493,java / 65101824:110592,java / 50%,java / 2388340736%,9399.0,4902.0,64839680.0,0.0,05-09 08:25:40,
java / 55803904:0,java / 37662720:0,java / 47%,java / 2388340736%,272.0,3116.0,37916672.0,499712.0,05-09 08:25:41,
java / 52771037:112226,java / 28565504:110592,java / 49%,java / 2388340736%,9699.0,10431.0,28508160.0,4096.0,05-09 08:25:42,
java / 54501376:0,java / 27090944:0,java / 46%,java / 2388340736%,163.0,889.0,27025408.0,0.0,05-09 08:25:43,
java / 53420732:109226,java / 26443776:110592,java / 46%,java / 2388381696%,9507.0,7172.0,26312704.0,0.0,05-09 08:25:44,
java / 53477376:0,java / 26640384:0,java / 46%,java / 2388381696%,163.0,889.0,26771456.0,0.0,05-09 08:25:45,
java / 29196084:232032,java / 14454784:233472,java / 47%,java / 2388381696%,18640.0,10634.0,14708736.0,389120.0,05-09 08:25:46,
java / 53803329:107446,java / 26882048:110592,java / 47%,java / 2388443136%,9640.0,8593.0,26750976.0,135168.0,05-09 08:25:47,
java / 49516849:107092,java / 24539136:106496,java / 49%,java / 2388480000%,9399.0,6578.0,24653824.0,0.0,05-09 08:25:48,
java / 39756817:107775,java / 19787776:106496,java / 49%,java / 2388504576%,9399.0,6542.0,19746816.0,0.0,05-09 08:25:49,
java / 43857052:106883,java / 21770240:106496,java / 51%,java / 2388504576%,9603.0,9193.0,21753856.0,0.0,05-09 08:25:50,
java / 40419328:424,java / 20045824:0,java / 35%,java / 2388504576%,163.0,865.0,19734528.0,389120.0,05-09 08:25:51,
java / 49184904:3556,java / 24502272:0,java / 47%,java / 2388520960%,463.0,4633.0,24633344.0,131072.0,05-09 08:25:52,
java / 51510459:109956,java / 25522176:110592,java / 46%,java / 2388520960%,9614.0,7172.0,25468928.0,0.0,05-09 08:25:53,
java / 56991167:109302,java / 28295168:114688,java / 46%,java / 2388512768%,9439.0,4953.0,28659712.0,0.0,05-09 08:25:54,
java / 45129728:424,java / 22437888:0,java / 47%,java / 2388512768%,163.0,2557.0,22126592.0,0.0,05-09 08:25:55,
java / 29346900:108482,java / 14508032:106496,java / 47%,java / 2388512768%,9615.0,5461.0,14376960.0,430080.0,05-09 08:25:56,
java / 9048:109496,java / 4096:110592,java / 50%,java / 2388512768%,9439.0,6621.0,4096.0,114688.0,05-09 08:25:57,
java / 4419289:2379238,java / 294912:122880,java / 45%,java / 2388631552%,1882501.0,2552187.0,294912.0,0.0,05-09 08:25:58,
java / 8941:126866,java / 0:126976,java / 49%,java / 2388631552%,9441.0,5512.0,0.0,0.0,05-09 08:25:59,
java / 8941:127719,java / 0:126976,java / 50%,java / 2388631552%,9332.0,6613.0,0.0,0.0,05-09 08:26:00,
java / 8942:125859,java / 0:135168,java / 50%,java / 2388631552%,9333.0,8304.0,0.0,487424.0,05-09 08:26:01,
java / 14870116:256001,java / 15056896:266240,java / 50%,java / 2388631552%,19098.0,16690.0,15974400.0,135168.0,05-09 08:26:02,
java / 58605568:424,java / 58589184:0,java / 49%,java / 2388615168%,163.0,2557.0,58195968.0,0.0,05-09 08:26:03,
java / 77397341:126994,java / 77414400:126976,java / 49%,java / 2388615168%,9333.0,4945.0,76890112.0,0.0,05-09 08:26:04,
java / 50683904:0,java / 50724864:0,java / 50%,java / 2388611072%,272.0,3116.0,50987008.0,0.0,05-09 08:26:05,
java / 61644993:125869,java / 61612032:126976,java / 49%,java / 2388611072%,9333.0,6613.0,61874176.0,217088.0,05-09 08:26:06,
java / 73152665:125479,java / 73129984:126976,java / 49%,java / 2388611072%,9333.0,4910.0,73523200.0,135168.0,05-09 08:26:07,
java / 57942016:424,java / 57933824:0,java / 49%,java / 2388611072%,272.0,3116.0,57671680.0,0.0,05-09 08:26:08,
java / 66734433:126184,java / 66727936:131072,java / 49%,java / 2388611072%,9333.0,6613.0,66334720.0,0.0,05-09 08:26:09,
java / 83255993:126240,java / 83197952:126976,java / 50%,java / 2388611072%,9333.0,4953.0,83853312.0,0.0,05-09 08:26:10,
java / 44720128:424,java / 44826624:4096,java / 49%,java / 2388611072%,272.0,3116.0,44171264.0,331776.0,05-09 08:26:11,
java / 63429733:131807,java / 63373312:126976,java / 50%,java / 2388598784%,9699.0,10373.0,63111168.0,110592.0,05-09 08:26:12,
java / 54935552:0,java / 54919168:0,java / 50%,java / 2388598784%,163.0,889.0,55443456.0,0.0,05-09 08:26:13,
java / 53536045:128422,java / 53555200:126976,java / 51%,java / 2388692992%,9442.0,7129.0,53293056.0,0.0,05-09 08:26:14,
java / 59430913:128332,java / 59424768:126976,java / 49%,java / 2388692992%,9333.0,4953.0,59949056.0,0.0,05-09 08:26:15,
java / 53993472:424,java / 54001664:0,java / 49%,java / 2388692992%,163.0,2557.0,53608448.0,360448.0,05-09 08:26:16,
java / 62788729:127078,java / 62742528:131072,java / 50%,java / 2388721664%,9574.0,6838.0,63135744.0,110592.0,05-09 08:26:17,
java / 51159040:424,java / 44916736:0,java / 49%,java / 2388721664%,163.0,2557.0,44195840.0,0.0,05-09 08:26:18,
java / 46061653:126265,java / 29372416:126976,java / 42%,java / 2388721664%,9399.0,5259.0,29720576.0,0.0,05-09 08:26:19,
java / 42852352:424,java / 21340160:0,java / 44%,java / 2388721664%,272.0,3116.0,20942848.0,0.0,05-09 08:26:20,
java / 50601984:0,java / 25018368:0,java / 46%,java / 2388721664%,163.0,881.0,25264128.0,737280.0,05-09 08:26:21,
java / 53060420:130732,java / 26378240:131072,java / 46%,java / 2388725760%,9698.0,10322.0,26116096.0,118784.0,05-09 08:26:22,
java / 48390144:0,java / 24051712:0,java / 45%,java / 2388725760%,272.0,1448.0,24252416.0,4096.0,05-09 08:26:23,
java / 20692788:269286,java / 10252288:266240,java / 47%,java / 2388725760%,18508.0,12368.0,10248192.0,0.0,05-09 08:26:24,
java / 52853057:125716,java / 26210304:126976,java / 47%,java / 2388733952%,9453.0,5634.0,26079232.0,0.0,05-09 08:26:25,
java / 50295089:124909,java / 24989696:122880,java / 44%,java / 2388733952%,9442.0,7137.0,25190400.0,327680.0,05-09 08:26:26,
java / 50291729:125604,java / 24965120:126976,java / 43%,java / 2388733952%,9399.0,6700.0,24973312.0,0.0,05-09 08:26:27,
java / 53023900:124949,java / 26423296:122880,java / 46%,java / 2388733952%,9506.0,6499.0,26345472.0,110592.0,05-09 08:26:28,
java / 34480128:424,java / 17072128:4096,java / 32%,java / 2388733952%,338.0,3116.0,16875520.0,0.0,05-09 08:26:29,
java / 45604864:0,java / 22691840:0,java / 43%,java / 2388733952%,163.0,889.0,22822912.0,0.0,05-09 08:26:30,
java / 50961595:127958,java / 25313280:135168,java / 44%,java / 2388733952%,9505.0,6613.0,25391104.0,663552.0,05-09 08:26:31,
java / 53059143:130607,java / 26374144:135168,java / 45%,java / 2388733952%,10046.0,10555.0,26427392.0,0.0,05-09 08:26:32,
java / 47456256:424,java / 23470080:0,java / 47%,java / 2411024384%,163.0,2557.0,23470080.0,118784.0,05-09 08:26:33,
java / 35081300:126453,java / 17412096:126976,java / 47%,java / 2411024384%,9506.0,4945.0,17149952.0,4096.0,05-09 08:26:34,
java / 9048:127105,java / 0:126976,java / 50%,java / 2411024384%,9548.0,8805.0,0.0,0.0,05-09 08:26:35,
java / 5107254:2734536,java / 446464:143360,java / 48%,java / 2411474944%,2145811.0,2944690.0,446464.0,507904.0,05-09 08:26:36,
java / 125812382:11070,java / 125612032:0,java / 15%,java / 2411569152%,93343.0,12920.0,133877760.0,0.0,05-09 08:26:37,
java / 12349483:12357200,java / 12451840:0,java / 53%,java / 2435223552%,272.0,1440.0,12189696.0,0.0,05-09 08:26:38,
java / 14135296:14140906,java / 14286848:0,java / 50%,java / 2435223552%,163.0,881.0,14286848.0,348160.0,05-09 08:26:39,
java / 12550144:12555010,java / 12320768:0,java / 50%,java / 2435223552%,163.0,881.0,12320768.0,0.0,05-09 08:26:40,
java / 11690027:11696410,java / 11927552:0,java / 51%,java / 2435223552%,272.0,1440.0,11403264.0,380928.0,05-09 08:26:41,
java / 14200832:14206985,java / 14024704:0,java / 51%,java / 2435223552%,463.0,4633.0,14548992.0,0.0,05-09 08:26:42,
java / 12218368:12224615,java / 12451840:0,java / 52%,java / 2431029248%,163.0,881.0,11927552.0,0.0,05-09 08:26:43,
java / 15786027:15793308,java / 15597568:0,java / 50%,java / 2428928000%,272.0,1440.0,16384000.0,0.0,05-09 08:26:44,
java / 14266368:14273064,java / 14155776:0,java / 51%,java / 2426826752%,163.0,881.0,13893632.0,73728.0,05-09 08:26:45,
java / 14331904:14339143,java / 14176256:0,java / 49%,java / 2426830848%,163.0,881.0,14438400.0,380928.0,05-09 08:26:46,
java / 13414186:486,java / 6029312:0,java / 50%,java / 2426830848%,134119.0,4323.0,5767168.0,0.0,05-09 08:26:47,
java / 17375356:17379334,java / 17944576:0,java / 51%,java / 2426839040%,11208.0,8529.0,18206720.0,0.0,05-09 08:26:48,
java / 15388672:15396407,java / 15335424:0,java / 50%,java / 2426839040%,163.0,881.0,15335424.0,0.0,05-09 08:26:49,
java / 15716395:15727229,java / 15728640:0,java / 51%,java / 2426839040%,272.0,1440.0,15466496.0,57344.0,05-09 08:26:50,
java / 15323136:15330328,java / 15335424:0,java / 49%,java / 2426847232%,163.0,881.0,15335424.0,278528.0,05-09 08:26:51,
java / 14266368:14273064,java / 14286848:0,java / 49%,java / 2426847232%,463.0,4633.0,14286848.0,0.0,05-09 08:26:52,
java / 15654955:15661150,java / 15597568:0,java / 51%,java / 2426847232%,272.0,1440.0,15859712.0,0.0,05-09 08:26:53,
java / 14794752:14801696,java / 14811136:0,java / 50%,java / 2432524288%,163.0,881.0,14548992.0,0.0,05-09 08:26:54,
java / 15323136:15330328,java / 15224832:0,java / 50%,java / 2432524288%,163.0,881.0,15486976.0,45056.0,05-09 08:26:55,
java / 11423794:11431582,java / 11010048:0,java / 51%,java / 2433335296%,272.0,1440.0,10747904.0,909312.0,05-09 08:26:56,
java / 13013119:13018120,java / 13488128:0,java / 51%,java / 2434117632%,113158.0,8748.0,13750272.0,0.0,05-09 08:26:57,
java / 14135296:14140906,java / 14286848:0,java / 51%,java / 2434121728%,163.0,881.0,14024704.0,0.0,05-09 08:26:58,
java / 12615723:12621516,java / 12451840:0,java / 51%,java / 2434121728%,272.0,1440.0,12451840.0,0.0,05-09 08:26:59,
java / 13275136:13281879,java / 13500416:0,java / 50%,java / 2435473408%,163.0,881.0,13500416.0,0.0,05-09 08:27:00,
java / 12947456:12951484,java / 12976128:8192,java / 51%,java / 2437365760%,163.0,881.0,12976128.0,655360.0,05-09 08:27:01,
java / 13275179:13282306,java / 13107200:8192,java / 50%,java / 2437636096%,704.0,6534.0,13369344.0,0.0,05-09 08:27:02,
java / 15257600:15264249,java / 15335424:0,java / 50%,java / 2439528448%,163.0,889.0,15073280.0,0.0,05-09 08:27:03,
java / 15122432:15132091,java / 15073280:0,java / 51%,java / 2441961472%,163.0,881.0,15073280.0,0.0,05-09 08:27:04,
java / 13869099:13877017,java / 13651968:0,java / 51%,java / 2441474048%,272.0,1440.0,13914112.0,0.0,05-09 08:27:05,
java / 11755527:11761550,java / 11403264:0,java / 50%,java / 2441474048%,163.0,881.0,11141120.0,565248.0,05-09 08:27:06,
java / 7336063:7335326,java / 7983104:0,java / 50%,java / 2440949760%,128182.0,9891.0,8335360.0,0.0,05-09 08:27:07,
java / 13602859:13612701,java / 13500416:0,java / 51%,java / 2440949760%,272.0,1440.0,13238272.0,0.0,05-09 08:27:08,
java / 13475840:13480116,java / 13500416:0,java / 50%,java / 2440949760%,163.0,881.0,13762560.0,0.0,05-09 08:27:09,
java / 14729216:14735617,java / 14811136:0,java / 50%,java / 2440949760%,163.0,947.0,14811136.0,0.0,05-09 08:27:10,
java / 15388715:15396834,java / 15204352:0,java / 50%,java / 2440949760%,326.0,2078.0,15204352.0,69632.0,05-09 08:27:11,
java / 14925824:14933854,java / 15073280:0,java / 51%,java / 2440949760%,463.0,4633.0,14811136.0,4096.0,05-09 08:27:12,
java / 14200832:14206985,java / 14024704:0,java / 50%,java / 2440949760%,163.0,881.0,14286848.0,0.0,05-09 08:27:13,
java / 14794795:14802123,java / 14811136:0,java / 49%,java / 2441220096%,272.0,1440.0,14548992.0,0.0,05-09 08:27:14,
java / 15851520:15858960,java / 15749120:0,java / 50%,java / 2441220096%,163.0,881.0,16011264.0,0.0,05-09 08:27:15,
java / 10960903:10968602,java / 10616832:0,java / 51%,java / 2441220096%,163.0,881.0,10354688.0,0.0,05-09 08:27:16,
java / 12288170:12291678,java / 12701696:0,java / 47%,java / 2440720384%,144726.0,10851.0,12963840.0,12288.0,05-09 08:27:17,
java / 15257600:15264249,java / 15335424:0,java / 49%,java / 2440720384%,163.0,881.0,15335424.0,0.0,05-09 08:27:18,
java / 14528512:14537380,java / 14548992:0,java / 50%,java / 2440720384%,163.0,881.0,14286848.0,0.0,05-09 08:27:19,
java / 14331947:14339570,java / 14286848:0,java / 50%,java / 2440720384%,272.0,1440.0,14286848.0,0.0,05-09 08:27:20,
java / 13541376:13546195,java / 13762560:0,java / 50%,java / 2440720384%,163.0,881.0,13762560.0,8192.0,05-09 08:27:21,
java / 13475840:13480116,java / 13500416:0,java / 51%,java / 2440720384%,463.0,4633.0,13762560.0,65536.0,05-09 08:27:22,
java / 15454251:15462913,java / 15204352:0,java / 50%,java / 2440720384%,314.0,1482.0,15204352.0,0.0,05-09 08:27:23,
java / 15323136:15330328,java / 15335424:0,java / 50%,java / 2441261056%,163.0,881.0,15335424.0,0.0,05-09 08:27:24,
java / 15388672:15396407,java / 15224832:0,java / 51%,java / 2441261056%,163.0,881.0,15224832.0,0.0,05-09 08:27:25,
java / 12753396:488,java / 6053888:4096,java / 50%,java / 2441261056%,538.0,1786.0,5795840.0,0.0,05-09 08:27:26,
java / 15655036:15661280,java / 16371712:0,java / 50%,java / 2441256960%,10636.0,7416.0,16371712.0,20480.0,05-09 08:27:27,
java / 15785984:15792881,java / 15466496:0,java / 49%,java / 2441256960%,163.0,881.0,15728640.0,0.0,05-09 08:27:28,
java / 15917099:15924923,java / 16121856:0,java / 50%,java / 2440732672%,272.0,1440.0,15859712.0,0.0,05-09 08:27:29,
java / 15785984:15793424,java / 15597568:0,java / 51%,java / 2440732672%,163.0,881.0,15859712.0,0.0,05-09 08:27:30,
java / 15720448:15726802,java / 15859712:8192,java / 50%,java / 2440732672%,163.0,881.0,15597568.0,176128.0,05-09 08:27:31,
java / 15519787:15528992,java / 15597568:8192,java / 50%,java / 2440732672%,704.0,6534.0,15597568.0,98304.0,05-09 08:27:32,
java / 14069760:14074827,java / 14024704:0,java / 50%,java / 2440732672%,163.0,955.0,14024704.0,0.0,05-09 08:27:33,
java / 14331904:14339143,java / 14176256:0,java / 50%,java / 2440732672%,217.0,1519.0,14438400.0,0.0,05-09 08:27:34,
java / 12480562:12488846,java / 12058624:0,java / 50%,java / 2440732672%,272.0,1440.0,11796480.0,0.0,05-09 08:27:35,
java / 4030966:486,java / 36864:4096,java / 64%,java / 2176815104%,152296.0,3253.0,36864.0,0.0,05-09 08:27:36,
java / 22659321:22666396,java / 23334912:0,java / 49%,java / 2176815104%,11485.0,141063.0,23597056.0,45056.0,05-09 08:27:37,
java / 14860331:14868202,java / 14811136:0,java / 49%,java / 2176311296%,272.0,1440.0,14811136.0,4096.0,05-09 08:27:38,
java / 13807616:13810511,java / 14024704:0,java / 50%,java / 2171580416%,163.0,799.0,13762560.0,0.0,05-09 08:27:39,
java / 13737984:13744432,java / 13631488:0,java / 50%,java / 2171580416%,163.0,881.0,13631488.0,0.0,05-09 08:27:40,
java / 13340715:13348385,java / 13238272:0,java / 50%,java / 2171580416%,272.0,1440.0,13500416.0,8192.0,05-09 08:27:41,
java / 12746752:12753247,java / 12713984:0,java / 50%,java / 2171580416%,463.0,4633.0,12713984.0,0.0,05-09 08:27:42,
java / 14598144:14603459,java / 14811136:0,java / 50%,java / 2171580416%,163.0,881.0,14548992.0,24576.0,05-09 08:27:43,
java / 15917223:15926208,java / 15769600:0,java / 50%,java / 2171580416%,1250.0,103958.0,16031744.0,0.0,05-09 08:27:44,
java / 13869063:13876078,java / 13500416:0,java / 50%,java / 2171580416%,163.0,881.0,13238272.0,0.0,05-09 08:27:45,
java / 8589439:8590827,java / 9031680:0,java / 50%,java / 2171588608%,144287.0,8748.0,9293824.0,0.0,05-09 08:27:46,
java / 15056939:15066439,java / 15073280:0,java / 49%,java / 2171584512%,404.0,2774.0,15073280.0,0.0,05-09 08:27:47,
java / 15523840:15528565,java / 15597568:0,java / 49%,java / 2171588608%,163.0,881.0,15335424.0,0.0,05-09 08:27:48,
java / 15454208:15462486,java / 15597568:0,java / 50%,java / 2171588608%,163.0,881.0,15597568.0,53248.0,05-09 08:27:49,
java / 15720491:15727229,java / 15597568:0,java / 49%,java / 2171588608%,272.0,1440.0,15597568.0,0.0,05-09 08:27:50,
java / 15388672:15396407,java / 15335424:0,java / 50%,java / 2171588608%,163.0,881.0,15597568.0,8192.0,05-09 08:27:51,
java / 15585280:15594644,java / 15597568:0,java / 50%,java / 2171858944%,463.0,4633.0,15597568.0,0.0,05-09 08:27:52,
java / 14663723:14669965,java / 14680064:0,java / 49%,java / 2174291968%,272.0,1440.0,14417920.0,0.0,05-09 08:27:53,
java / 15060992:15066012,java / 14962688:0,java / 49%,java / 2175643648%,253.0,935.0,14962688.0,32768.0,05-09 08:27:54,
java / 11762209:486,java / 3801088:0,java / 50%,java / 2175643648%,102617.0,2155.0,3801088.0,0.0,05-09 08:27:55,
java / 17703079:17710156,java / 18206720:0,java / 49%,java / 2175643648%,10745.0,8033.0,18206720.0,0.0,05-09 08:27:56,
java / 15323136:15330328,java / 15335424:0,java / 49%,java / 2175643648%,217.0,1519.0,15597568.0,0.0,05-09 08:27:57,
java / 13340672:13347958,java / 13369344:0,java / 49%,java / 2175643648%,163.0,881.0,13107200.0,0.0,05-09 08:27:58,
java / 12615723:12621516,java / 12713984:0,java / 50%,java / 2175643648%,272.0,1440.0,12713984.0,49152.0,05-09 08:27:59,
java / 12353536:12356773,java / 12189696:0,java / 50%,java / 2175643648%,163.0,881.0,12451840.0,0.0,05-09 08:28:00,
java / 13074432:13083642,java / 13238272:8192,java / 50%,java / 2175643648%,163.0,881.0,13238272.0,73728.0,05-09 08:28:01,
java / 14598187:14603886,java / 14417920:8192,java / 50%,java / 2175647744%,704.0,6534.0,14417920.0,0.0,05-09 08:28:02,
java / 14663680:14669538,java / 14811136:0,java / 49%,java / 2175647744%,163.0,889.0,14548992.0,0.0,05-09 08:28:03,
java / 14729216:14735617,java / 14438400:0,java / 51%,java / 2175647744%,163.0,881.0,14700544.0,40960.0,05-09 08:28:04,
java / 13876590:0,java / 6553600:0,java / 49%,java / 2175647744%,272.0,1440.0,6291456.0,0.0,05-09 08:28:05,
java / 13742331:13745731,java / 14286848:8192,java / 51%,java / 2175647744%,162172.0,144108.0,14286848.0,118784.0,05-09 08:28:06,
java / 13737984:13744432,java / 13762560:0,java / 49%,java / 2175647744%,163.0,889.0,14024704.0,0.0,05-09 08:28:07,
java / 13013035:13017990,java / 13238272:0,java / 49%,java / 2175647744%,272.0,1440.0,12976128.0,0.0,05-09 08:28:08,
java / 15519744:15528565,java / 15335424:0,java / 50%,java / 2175647744%,205.0,923.0,15073280.0,0.0,05-09 08:28:09,
java / 15257600:15264249,java / 15335424:0,java / 50%,java / 2175647744%,163.0,881.0,15859712.0,77824.0,05-09 08:28:10,
java / 14532651:14537807,java / 14548992:0,java / 50%,java / 2175647744%,272.0,1440.0,14548992.0,8192.0,05-09 08:28:11,
java / 14065664:14074827,java / 14024704:0,java / 50%,java / 2175647744%,463.0,4633.0,14024704.0,0.0,05-09 08:28:12,
java / 15654912:15660723,java / 15728640:0,java / 50%,java / 2175647744%,163.0,881.0,15466496.0,0.0,05-09 08:28:13,
java / 15323179:15330755,java / 15224832:0,java / 50%,java / 2175647744%,272.0,1440.0,15224832.0,0.0,05-09 08:28:14,
java / 12158683:486,java / 4063232:0,java / 48%,java / 2176729088%,134010.0,2419.0,4063232.0,24576.0,05-09 08:28:15,
java / 16912508:16916781,java / 17551360:0,java / 50%,java / 2176729088%,10704.0,7408.0,17551360.0,0.0,05-09 08:28:16,
java / 12943403:12951911,java / 12845056:0,java / 49%,java / 2176729088%,404.0,2774.0,12845056.0,0.0,05-09 08:28:17,
java / 13475840:13480116,java / 13500416:0,java / 50%,java / 2176217088%,163.0,881.0,13500416.0,0.0,05-09 08:28:18,
java / 14000128:14008748,java / 14024704:0,java / 50%,java / 2176217088%,163.0,947.0,14024704.0,0.0,05-09 08:28:19,
java / 13340715:13348385,java / 13238272:0,java / 50%,java / 2176217088%,380.0,2078.0,13500416.0,49152.0,05-09 08:28:20,
java / 14794752:14801696,java / 14811136:0,java / 50%,java / 2176217088%,163.0,881.0,14811136.0,8192.0,05-09 08:28:21,
java / 13737984:13744432,java / 13631488:0,java / 50%,java / 2176217088%,463.0,4633.0,13369344.0,0.0,05-09 08:28:22,
java / 13672491:13678780,java / 13762560:0,java / 50%,java / 2177568768%,272.0,1440.0,14024704.0,0.0,05-09 08:28:23,
java / 14135296:14140906,java / 14176256:0,java / 50%,java / 2177568768%,163.0,881.0,13914112.0,0.0,05-09 08:28:24,
java / 8253447:8259363,java / 7733248:0,java / 50%,java / 2177433600%,163.0,881.0,7733248.0,28672.0,05-09 08:28:25,
java / 12488999:12490657,java / 13111296:0,java / 50%,java / 2177433600%,115067.0,112571.0,13111296.0,8192.0,05-09 08:28:26,
java / 13275136:13281879,java / 13238272:0,java / 51%,java / 2176909312%,163.0,32142.0,13238272.0,0.0,05-09 08:28:27,
java / 14205052:14207727,java / 14565376:0,java / 50%,java / 2176909312%,1315.0,134726.0,14827520.0,0.0,05-09 08:28:28,
java / 14860331:14868202,java / 14811136:0,java / 51%,java / 2176909312%,272.0,1440.0,14548992.0,0.0,05-09 08:28:29,
java / 14266368:14273064,java / 14286848:0,java / 51%,java / 2176909312%,163.0,881.0,14286848.0,0.0,05-09 08:28:30,
java / 14000128:14008748,java / 14024704:8192,java / 49%,java / 2176909312%,163.0,881.0,14024704.0,126976.0,05-09 08:28:31,
java / 14266411:14273491,java / 14155776:8192,java / 50%,java / 2176909312%,704.0,6534.0,14417920.0,0.0,05-09 08:28:32,
java / 15523840:15528565,java / 15597568:0,java / 50%,java / 2176909312%,163.0,889.0,15335424.0,0.0,05-09 08:28:33,
java / 14729216:14735617,java / 14438400:0,java / 50%,java / 2176909312%,163.0,881.0,14438400.0,0.0,05-09 08:28:34,
java / 7921714:7929395,java / 7602176:0,java / 50%,java / 2176909312%,272.0,1440.0,7602176.0,0.0,05-09 08:28:35,
java / 10571903:10573197,java / 11124736:0,java / 46%,java / 2176909312%,145291.0,10094.0,11124736.0,40960.0,05-09 08:28:36,
java / 13074432:13083642,java / 12976128:0,java / 50%,java / 2176860160%,163.0,881.0,13238272.0,0.0,05-09 08:28:37,
java / 13606955:13612701,java / 13762560:0,java / 49%,java / 2176860160%,272.0,1440.0,13500416.0,0.0,05-09 08:28:38,
java / 13737984:13744432,java / 13721600:0,java / 50%,java / 2176335872%,163.0,881.0,13721600.0,0.0,05-09 08:28:39,
java / 15523840:15528565,java / 15466496:0,java / 50%,java / 2176335872%,163.0,881.0,15466496.0,0.0,05-09 08:28:40,
java / 10126887:10136134,java / 9596928:0,java / 50%,java / 2176335872%,272.0,1440.0,9596928.0,229376.0,05-09 08:28:41,
java / 15720575:15727359,java / 16367616:0,java / 51%,java / 2176335872%,10895.0,11654.0,16367616.0,0.0,05-09 08:28:42,
java / 14532608:14537380,java / 14417920:0,java / 50%,java / 2177687552%,217.0,1519.0,14680064.0,0.0,05-09 08:28:43,
java / 15654955:15661150,java / 15597568:0,java / 50%,java / 2177687552%,272.0,1440.0,15597568.0,0.0,05-09 08:28:44,
java / 15253504:15264249,java / 15237120:0,java / 50%,java / 2177687552%,163.0,881.0,14974976.0,0.0,05-09 08:28:45,
java / 8344061:8348503,java / 7888896:0,java / 51%,java / 2177687552%,163.0,881.0,7888896.0,126976.0,05-09 08:28:46,
java / 15720618:15727786,java / 15826944:0,java / 49%,java / 2176917504%,11211.0,9729.0,15564800.0,0.0,05-09 08:28:47,
java / 16908288:16916224,java / 16646144:0,java / 51%,java / 2176917504%,163.0,881.0,17170432.0,0.0,05-09 08:28:48,
java / 15659132:15661465,java / 15761408:8192,java / 50%,java / 2176917504%,1393.0,99205.0,15761408.0,0.0,05-09 08:28:49,
java / 15851563:15859387,java / 15745024:0,java / 50%,java / 2176917504%,670.0,36837.0,16732160.0,61440.0,05-09 08:28:50,
java / 9432618:9438498,java / 9396224:0,java / 51%,java / 2176917504%,14894.0,14575.0,11374592.0,0.0,05-09 08:28:51,
java / 16777216:16784066,java / 16777216:0,java / 49%,java / 2176917504%,463.0,4551.0,14680064.0,0.0,05-09 08:28:52,
java / 13340715:13348385,java / 13238272:0,java / 51%,java / 2176917504%,272.0,1440.0,13500416.0,0.0,05-09 08:28:53,
java / 14135296:14140906,java / 14163968:0,java / 50%,java / 2176917504%,205.0,947.0,13901824.0,0.0,05-09 08:28:54,
java / 15192064:15198170,java / 14942208:0,java / 50%,java / 2176917504%,205.0,923.0,14942208.0,217088.0,05-09 08:28:55,
java / 11685585:11692903,java / 11632640:0,java / 49%,java / 2176917504%,11079.0,8371.0,11898880.0,8192.0,05-09 08:28:56,
java / 15785984:15792881,java / 15859712:0,java / 50%,java / 2176917504%,163.0,881.0,15597568.0,0.0,05-09 08:28:57,
java / 15720448:15726259,java / 15597568:0,java / 50%,java / 2176917504%,163.0,881.0,15859712.0,0.0,05-09 08:28:58,
java / 15917099:15926009,java / 15998976:0,java / 50%,java / 2176917504%,272.0,1440.0,15736832.0,0.0,05-09 08:28:59,
java / 8059203:8066078,java / 7544832:0,java / 50%,java / 2176954368%,429.0,1309.0,7544832.0,0.0,05-09 08:29:00,
java / 12168691:7214,java / 0:16384,java / 51%,java / 2176954368%,12716183.0,26454.0,0.0,122880.0,05-09 08:29:01,
java / 15396543:3556,java / 0:8192,java / 51%,java / 2176954368%,15359494.0,28318.0,0.0,0.0,05-09 08:29:02,
java / 14537380:0,java / 0:8192,java / 50%,java / 2176954368%,14619526.0,21455.0,0.0,0.0,05-09 08:29:03,
java / 15594644:0,java / 0:8192,java / 51%,java / 2176954368%,16203771.0,19889.0,0.0,0.0,05-09 08:29:04,
java / 16646311:16652892,java / 17154048:0,java / 50%,java / 2176954368%,4817890.0,6805.0,17416192.0,0.0,05-09 08:29:05,
java / 14925824:14933854,java / 14942208:0,java / 50%,java / 2176954368%,217.0,1519.0,14790656.0,69632.0,05-09 08:29:06,
java / 14206985:29157281,java / 0:29171712,java / 51%,java / 2177495040%,163.0,881.0,14155776.0,0.0,05-09 08:29:07,
java / 14206985:21761208,java / 0:21753856,java / 50%,java / 2177495040%,272.0,1440.0,14155776.0,0.0,05-09 08:29:08,
java / 7400848:2686359,java / 0:2686976,java / 68%,java / 2177495040%,229.0,947.0,2097152.0,0.0,05-09 08:29:09,
java / 62594350:2647939,java / 11501568:0,java / 52%,java / 2178285568%,11076.0,7835.0,11501568.0,0.0,05-09 08:29:10,
