cpu process,memory process,recv,send,read,writ,time,input,output,binput,boutput
50,1836765184,229,1163,0,0,02-09 15:04:38,9842688,9845771,0,4096
49,1836765184,463,4865,0,0,02-09 15:04:39,9908224,9911850,0,4096
50,1836769280,272,1424,0,12288,02-09 15:04:40,10039339,10044435,0,4096
50,1836756992,163,865,0,0,02-09 15:04:41,8519680,8524191,0,4096
51,1836761088,205,907,0,0,02-09 15:04:42,8781824,8788507,0,4096
51,1836761088,338,1556,0,0,02-09 15:04:43,8785963,8788934,0,4096
49,1836761088,163,865,0,0,02-09 15:04:44,8122368,8127717,0,4096
51,1836761088,163,865,0,0,02-09 15:04:45,8523776,8524191,0,4096
50,1836761088,272,1424,0,53248,02-09 15:04:46,10432555,10440909,0,4096
51,1836814336,204671,10933,0,24576,02-09 15:04:47,10371205,10374448,0,20480
50,1836814336,163,889,0,0,02-09 15:04:48,10301440,10308324,0,20480
50,1836810240,572,5424,0,0,02-09 15:04:49,9646123,9647961,0,20480
50,1836806144,163,865,0,0,02-09 15:04:50,10170368,10176166,0,20480
51,1836806144,229,1163,0,0,02-09 15:04:51,9641984,9647534,0,20480
50,1836810240,272,1424,0,274432,02-09 15:04:52,9777195,9780119,0,16384
50,1836810240,163,889,0,0,02-09 15:04:53,9773056,9779692,0,16384
51,1836810240,163,931,0,0,02-09 15:04:54,10436608,10440482,0,16384
51,1836810240,326,1784,0,0,02-09 15:04:55,10170411,10176593,0,16384
51,1842466816,163,865,0,0,02-09 15:04:56,9908224,9911850,0,16384
51,1842466816,229,997,0,53248,02-09 15:04:57,9314304,9317139,0,16384
51,1842462720,272,1424,0,0,02-09 15:04:58,9048107,9053250,0,16384
51,1842470912,463,4865,0,0,02-09 15:04:59,8716288,8722428,0,4096
51,1842462720,163,889,0,0,02-09 15:05:00,9048064,9052823,0,4096
52,1842622464,117598,90259,0,0,02-09 15:05:01,9183532,9186195,0,16384
51,1842622464,1261,249504,0,0,02-09 15:05:02,10768508,10771619,0,16384
51,1842630656,163,865,0,61440,02-09 15:05:03,10301440,10308324,0,16384
50,1842630656,272,1424,0,0,02-09 15:05:04,9510955,9515803,0,16384
52,1842630656,163,865,0,0,02-09 15:05:05,10637312,10638719,0,16384
51,1842630656,163,865,0,0,02-09 15:05:06,10170368,10176166,0,16384
50,1842630656,272,1424,0,147456,02-09 15:05:07,10567723,10573067,0,16384
65,1844850688,163,889,0,49152,02-09 15:05:08,6406144,6409663,0,16384
50,1868099584,463,4865,0,0,02-09 15:05:09,9842688,9845771,0,16384
49,1904865280,272,1424,0,0,02-09 15:05:10,9838635,9846198,0,16384
50,1928925184,229,997,0,0,02-09 15:05:11,10039296,10044008,0,16384
50,1947357184,163,865,0,0,02-09 15:05:12,10170368,10176166,0,16384
51,1965785088,272,1424,0,16384,02-09 15:05:13,10174507,10176593,0,4096
51,1976598528,163,889,0,0,02-09 15:05:14,8454144,8458112,0,4096
50,1988005888,167684,8671,0,0,02-09 15:05:15,8127896,597,0,12288
50,2000187392,6451,106286,0,0,02-09 15:05:16,16716066,16719713,0,4096
50,2000195584,295,34575,0,0,02-09 15:05:17,8982528,8986744,0,4096
52,2000195584,217,1495,0,0,02-09 15:05:18,9244672,9251060,0,4096
51,2007764992,572,5424,0,57344,02-09 15:05:19,8127885,59286896,0,59285504
54,2027810816,163,889,0,0,02-09 15:05:20,9184981,15199384,0,15200256
51,2080026624,163,889,0,0,02-09 15:05:21,9184981,15199392,0,15196160
51,2117615616,272,1448,0,0,02-09 15:05:22,8788507,15207624,0,15208448
51,2144919552,163,889,0,29499392,02-09 15:05:23,9449297,16722652,0,16744448
50,2167898112,163,889,0,29511680,02-09 15:05:24,9977929,16714308,0,16728064
50,2182762496,272,1448,0,0,02-09 15:05:25,9449297,16723093,0,16723968
50,2182758400,229,1021,0,29417472,02-09 15:05:26,9779692,15207624,0,15224832
51,2182758400,163,889,0,0,02-09 15:05:27,8524191,15199432,0,15200256
50,2183569408,314,1490,0,103059456,02-09 15:05:28,8788507,15199432,0,15204352
51,2200059904,729,5317,0,45056,02-09 15:05:29,144763484,13600652,0,13602816
5,2200059904,229,4867,0,0,02-09 15:05:30,77011347,4093,0,12288
0,2200059904,272,1448,0,0,02-09 15:05:31,20848,345,0,12288
0,2200059904,295,2199,0,0,02-09 15:05:32,3763,345,0,12288
29,2200170496,34660,5475,0,0,02-09 15:05:33,33215,3482,0,12288
51,2200178688,18412,10486,0,65536,02-09 15:05:34,17620,10784,0,12288
50,2200174592,9234,7941,0,0,02-09 15:05:35,8811,5437,0,4096
55,2272350208,9234,6254,0,0,02-09 15:05:36,123142763,5744,0,4096
49,2266198016,35355,8264,0,0,02-09 15:05:37,91152202,6522,0,4096
51,2262007808,18541,10333,0,0,02-09 15:05:38,18328,73348,0,131072
52,2262061056,9632,11844,0,176128,02-09 15:05:39,9269,40198,0,65536
52,2308292608,9441,7049,0,0,02-09 15:05:40,92742605,37112,0,65536
57,2352754688,139135,102179,4096,0,02-09 15:05:41,121719057,118467,4096,65536
50,2352816128,3089,5686,4096,187506688,02-09 15:05:42,1038,227748481,4096,227840000
68,2395586560,272,1448,0,0,02-09 15:05:43,20845,345,0,8192
64,2395586560,163,889,0,23355392,02-09 15:05:44,0,39800038,0,39800832
36,2395586560,429,1308,0,217182208,02-09 15:05:45,134,190900594,0,190943232
57,2395602944,2552,3350,4096,0,02-09 15:05:46,20845,345,0,8192
56,2395602944,295,2223,0,0,02-09 15:05:47,3763,345,0,8192
54,2395602944,10123,7899,0,64163840,02-09 15:05:48,171787292,77498166,0,77537280
49,2395295744,572,5200,0,141926400,02-09 15:05:49,168,144145224,0,144187392
43,2395295744,429,1316,27754496,98697216,02-09 15:05:50,55528133,28188454,27754496,28205056
54,2370121728,163,889,0,0,02-09 15:05:51,43,345,27754496,28205056
59,2362245120,272,1424,0,0,02-09 15:05:52,20846,345,0,8192
56,2361192448,429,1317,4096,151273472,02-09 15:05:53,134,229599491,4096,229658624
58,2361192448,429,1316,4096,69632,02-09 15:05:54,134,358,4096,0
52,2361221120,272,1448,20480,0,02-09 15:05:55,20847,345,20480,4096
23,2359971840,9591,7049,68509696,0,02-09 15:05:56,136799054,30371,68509696,28672
46,2393993216,429,1326,17600512,103931904,02-09 15:05:57,34988166,86945954,17600512,86970368
51,2393821184,272,1448,0,126009344,02-09 15:05:58,0,141136864,0,141189120
45,2367107072,429,1308,29327360,25210880,02-09 15:05:59,58922147,20315840,29327360,20336640
57,2367107072,463,4641,0,102400,02-09 15:06:00,168,3556,29327360,20336640
57,2363260928,272,1424,0,49348608,02-09 15:06:01,0,54843830,0,54857728
55,2362212352,561,2642,0,251604992,02-09 15:06:02,134,173645782,0,173686784
60,2362212352,429,1382,348160,0,02-09 15:06:03,563,489,217088,0
53,2362265600,338,1784,8192,0,02-09 15:06:04,20847,345,0,8192
20,2362515456,9526,6893,65515520,86016,02-09 15:06:05,129458959,30325,65290240,28672
38,2362515456,163,889,20926464,25317376,02-09 15:06:06,42328064,99444179,21159936,99459072
52,2392788992,272,1448,4096,144502784,02-09 15:06:07,0,113523456,0,113549312
36,2392764416,429,1218,28774400,25214976,02-09 15:06:08,57821005,39138872,28774400,39161856
69,2367070208,163,889,114688,0,02-09 15:06:09,43,345,114688,0
64,2367119360,572,5200,20480,0,02-09 15:06:10,20847,345,20480,4096
57,2366066688,429,1316,0,65536,02-09 15:06:11,3763,345,20480,4096
58,2366107648,429,1293,40960,0,02-09 15:06:12,136,362,40960,0
42,2366107648,9767,7608,92549120,57356288,02-09 15:06:13,90170191,26072,90447872,28672
42,2366107648,205,849,79437824,25292800,02-09 15:06:14,81616896,105128193,81534976,105136128
50,2393669632,163,889,8192,151207936,02-09 15:06:15,0,134573484,0,134631424
45,2393759744,538,1868,42487808,98304,02-09 15:06:16,42473943,11201095,42483712,11218944
77,2362789888,295,2223,0,0,02-09 15:06:17,3763,345,42483712,11218944
60,2362802176,429,1292,0,0,02-09 15:06:18,134,495,0,4096
59,2363105280,838,5628,245760,0,02-09 15:06:19,20847,345,245760,0
56,2363105280,163,889,4096,22020096,02-09 15:06:20,3763,345,245760,0
4,2363105280,229,4734,4096,52785152,02-09 15:06:21,66,27854,4096,28672
0,2363105280,272,1448,0,0,02-09 15:06:22,20847,345,4096,28672
0,2363105280,561,1207,1032192,20480,02-09 15:06:23,3763,345,4096,28672
0,2363105280,163,865,0,4096,02-09 15:06:24,43,345,4096,28672
33,2363658240,179743,112761,53858304,0,02-09 15:06:25,52368567,100580,52940800,4096
49,2363629568,429,1383,121241600,0,02-09 15:06:26,121970822,497,122028032,0
66,2388455424,2452,2928,75321344,0,02-09 15:06:27,75635556,1331,75452416,0
74,2388455424,314,1490,0,0,02-09 15:06:28,20847,345,75452416,0
84,2388455424,463,4617,0,32768,02-09 15:06:29,3763,345,75452416,0
50,2388459520,163,865,0,0,02-09 15:06:30,43,345,75452416,0
49,2388459520,9688,7521,90685440,0,02-09 15:06:31,89760642,41262,89899008,40960
55,2388459520,295,2223,83750912,0,02-09 15:06:32,84443136,423,84537344,0
61,2383761408,163,889,0,0,02-09 15:06:33,43,345,84537344,0
49,2376409088,272,1424,46006272,40960,02-09 15:06:34,45686784,0,45613056,0
48,2376413184,9313,6550,37883904,0,02-09 15:06:35,65740189,39349,37949440,40960
44,2376413184,163,889,42233856,0,02-09 15:06:36,85008384,0,42225664,0
53,2376413184,272,1440,25534464,0,02-09 15:06:37,51970048,423,25870336,0
86,2376413184,163,889,131072,0,02-09 15:06:38,3763,345,131072,0
83,2376413184,463,4641,0,0,02-09 15:06:39,168,3556,131072,0
48,2371682304,272,1424,9515008,45056,02-09 15:06:40,18751488,0,9322496,0
47,2371682304,163,881,26574848,0,02-09 15:06:41,53198848,0,26488832,0
46,2362748928,9380,6550,39845888,0,02-09 15:06:42,79451902,39594,39526400,40960
48,2362748928,272,1448,40349696,0,02-09 15:06:43,82157568,0,40800256,0
60,2362748928,163,881,9191424,0,02-09 15:06:44,18554880,426,9191424,0
60,2362748928,163,889,4407296,90112,02-09 15:06:45,8298496,0,4079616,0
47,2362748928,272,1440,25706496,77824,02-09 15:06:46,51781632,0,25772032,16384
48,2362748928,9446,7892,7954432,0,02-09 15:06:47,16636050,35235,8216576,45056
50,2362793984,163,889,0,0,02-09 15:06:48,43,345,8216576,45056
60,2353545216,199348,189490,1114112,0,02-09 15:06:49,339850,199678,1114112,49152
50,2347765760,217,1527,0,0,02-09 15:06:50,3763,345,1114112,49152
47,2325176320,9379,6534,18391040,393216,02-09 15:06:51,35709690,46387,17752064,45056
52,2325176320,272,1448,19718144,0,02-09 15:06:52,100089856,0,20357120,0
62,2375704576,163,881,0,0,02-09 15:06:53,38404096,423,20357120,0
54,2375704576,163,865,0,0,02-09 15:06:54,43,345,20357120,0
48,2375704576,272,1424,15126528,0,02-09 15:06:55,42147840,0,15126528,0
48,2375704576,9379,6550,8982528,53248,02-09 15:06:56,75627933,44711,8982528,45056
52,2375704576,163,889,0,0,02-09 15:06:57,123666432,0,8982528,45056
65,2383114240,272,1416,12288,0,02-09 15:06:58,6963200,423,12288,0
93,2383114240,163,889,0,0,02-09 15:06:59,3763,345,12288,0
58,2383114240,505,4659,0,0,02-09 15:07:00,168,3556,12288,0
50,2383114240,272,1424,0,45056,02-09 15:07:01,55590912,0,12288,0
50,2383114240,9446,7860,0,0,02-09 15:07:02,101955326,44530,0,45056
53,2383114240,229,1211,0,0,02-09 15:07:03,94568448,426,0,45056
65,2383114240,272,1424,0,0,02-09 15:07:04,20848,345,0,45056
50,2383134720,163,865,0,0,02-09 15:07:05,25092096,0,0,45056
50,2383290368,10844,5014,0,81920,02-09 15:07:06,51624082,39942,0,40960
50,2372268032,272,3116,0,65536,02-09 15:07:07,20848,345,0,40960
48,2357035008,229,931,0,0,02-09 15:07:08,66,42338,0,45056
0,2357035008,463,5278,0,0,02-09 15:07:09,168,390,0,45056
0,2357035008,272,1334,0,0,02-09 15:07:10,20848,345,0,45056
0,2357035008,163,767,0,0,02-09 15:07:11,3763,345,0,45056
0,2357035008,163,931,0,45056,02-09 15:07:12,43,345,0,45056
1,2357035008,326,2054,0,0,02-09 15:07:13,20848,345,0,45056
0,2357035008,163,775,0,0,02-09 15:07:14,3763,345,0,45056
0,2357035008,163,775,0,0,02-09 15:07:15,43,345,0,45056
0,2357035008,272,1334,0,692224,02-09 15:07:16,20848,345,0,16384
0,2357035008,295,2223,0,73728,02-09 15:07:17,3763,345,0,16384
0,2357035008,163,767,0,0,02-09 15:07:18,43,345,0,16384
0,2357035008,572,1920,0,0,02-09 15:07:19,20848,345,0,8192
0,2357035008,163,799,0,0,02-09 15:07:20,3763,345,0,8192
0,2357035008,163,767,0,0,02-09 15:07:21,43,345,0,8192
0,2357035008,272,1416,0,16384,02-09 15:07:22,20848,345,0,8192
0,2357035008,163,865,0,0,02-09 15:07:23,3763,345,0,8192
0,2357035008,163,775,0,0,02-09 15:07:24,43,345,0,8192
1,2357035008,272,1326,0,0,02-09 15:07:25,20848,345,0,8192
0,2357035008,163,775,0,0,02-09 15:07:26,3763,345,0,8192
0,2357035008,163,767,0,12288,02-09 15:07:27,43,345,0,8192
0,2357035008,272,1326,0,0,02-09 15:07:28,20848,345,0,8192
0,2357035008,499,1415,180224,0,02-09 15:07:29,3763,345,0,8192
0,2357035008,163,775,0,0,02-09 15:07:30,43,345,0,8192
0,2357035008,272,1334,0,118784,02-09 15:07:31,20848,345,0,16384
39,2357264384,295136,162648,200704,0,02-09 15:07:32,466379,144500,200704,20480
50,2334674944,163,889,0,36864,02-09 15:07:33,43,345,200704,20480
50,2326794240,272,1424,0,0,02-09 15:07:34,20848,345,200704,20480
50,2302631936,9313,6600,0,4096,02-09 15:07:35,67609338,54627,0,57344
59,2302681088,271,1519,0,151552,02-09 15:07:36,106594304,423,0,20480
59,2402082816,272,1448,0,0,02-09 15:07:37,20848,345,0,8192
55,2402082816,163,889,0,81920,02-09 15:07:38,3763,345,0,8192
50,2402082816,463,4617,0,0,02-09 15:07:39,46768296,3556,0,8192
50,2402082816,9422,7093,16384,0,02-09 15:07:40,81108381,52310,16384,61440
52,2402082816,163,889,13770752,0,02-09 15:07:41,110329856,0,13381632,0
71,2402082816,163,881,4726784,0,02-09 15:07:42,10199040,423,5115904,0
93,2402082816,272,1448,0,0,02-09 15:07:43,20848,345,5115904,0
54,2402082816,163,865,0,49152,02-09 15:07:44,3763,345,5115904,0
48,2402082816,163,865,9191424,0,02-09 15:07:45,19595264,0,9191424,0
49,2398089216,314,1482,1327104,196608,02-09 15:07:46,50487296,0,1327104,16384
52,2385481728,9512,7892,16384,0,02-09 15:07:47,102872830,51973,16384,61440
60,2385481728,163,889,0,0,02-09 15:07:48,79159296,426,16384,61440
59,2385375232,572,5176,0,57344,02-09 15:07:49,20847,345,16384,61440
59,2385375232,163,865,0,0,02-09 15:07:50,3763,345,16384,61440
50,2385375232,163,865,0,0,02-09 15:07:51,49594368,0,16384,61440
49,2385375232,9423,7085,0,0,02-09 15:07:52,27121810,46858,0,49152
50,2385375232,163,889,0,0,02-09 15:07:53,3763,345,0,49152
49,2385399808,163,865,0,0,02-09 15:07:54,43,345,0,49152
49,2381807616,236163,217710,57344,45056,02-09 15:07:55,447633,247737,57344,57344
51,2368147456,163,889,0,0,02-09 15:07:56,3763,345,57344,57344
49,2360266752,163,865,0,0,02-09 15:07:57,43,345,57344,57344
50,2331492352,9422,7159,122880,0,02-09 15:07:58,60056314,65016,122880,65536
57,2331492352,517,5279,0,0,02-09 15:07:59,114147496,3979,122880,65536
60,2402258944,163,865,0,49152,02-09 15:08:00,43,345,122880,65536
54,2402258944,272,1424,0,348160,02-09 15:08:01,20847,345,0,16384
50,2402258944,295,2223,0,0,02-09 15:08:02,38576128,0,0,4096
49,2402258944,9313,6550,0,0,02-09 15:08:03,65428893,62229,0,65536
54,2402258944,272,1448,0,0,02-09 15:08:04,130293760,0,0,8192
56,2402258944,163,881,0,0,02-09 15:08:05,14106624,423,0,8192
73,2402258944,163,865,0,77824,02-09 15:08:06,43,345,0,8192
95,2402258944,272,1424,0,0,02-09 15:08:07,20847,345,0,8192
49,2402258944,163,865,0,0,02-09 15:08:08,10625024,0,0,8192
51,2402402304,463,4609,65536,0,02-09 15:08:09,45760680,3556,65536,0
52,2402402304,9423,7160,0,0,02-09 15:08:10,79918846,62037,0,65536
58,2402402304,163,889,0,40960,02-09 15:08:11,113664000,0,0,65536
58,2402402304,163,857,0,0,02-09 15:08:12,2146304,426,0,4096
50,2402402304,272,1448,0,0,02-09 15:08:13,20847,345,0,4096
49,2402402304,163,865,0,0,02-09 15:08:14,39174144,0,0,4096
50,2402402304,9314,6526,0,0,02-09 15:08:15,37542034,56251,0,57344
50,2388905984,272,1448,0,299008,02-09 15:08:16,20847,345,0,16384
49,2388905984,295,2223,0,77824,02-09 15:08:17,3763,345,0,16384
42,2385227776,229,4734,0,0,02-09 15:08:18,66,59094,0,69632
11,2385264640,257977,234474,12288,0,02-09 15:08:19,517631,217492,12288,4096
7,2371280896,61666,5488,8450048,0,02-09 15:08:20,7401595,7401405,7847936,0
53,2307801088,163,955,8781824,0,02-09 15:08:21,8781824,8788507,9043968,0
51,2290991104,326,1808,10223616,151552,02-09 15:08:22,10371115,10374830,10223616,0
50,2291027968,163,889,9076736,0,02-09 15:08:23,8851456,8854586,8781824,0
50,2291269632,163,889,9961472,0,02-09 15:08:24,10301440,10308324,10223616,0
52,2348109824,272,1448,10092544,0,02-09 15:08:25,9777195,9780119,9830400,0
51,2370605056,163,889,10616832,0,02-09 15:08:26,10698752,10704798,10878976,0
50,2374389760,163,889,10747904,0,02-09 15:08:27,10633216,10638719,10485760,0
51,2380607488,272,1448,11927552,12288,02-09 15:08:28,12087339,12092884,12189696,0
51,2381688832,463,4641,11141120,0,02-09 15:08:29,10964992,10969114,10878976,0
50,2384392192,229,1021,10485760,0,02-09 15:08:30,10567680,10572640,10485760,0
50,2384384000,272,1448,10506240,0,02-09 15:08:31,10698795,10705225,10768384,0
50,2384384000,337,2265,10747904,0,02-09 15:08:32,10698752,10704798,10485760,0
50,2384388096,429,1316,3174400,0,02-09 15:08:33,10506740,484,3436544,4096
51,2384392192,1622,124827,16384,20480,02-09 15:08:34,135335,133327,16384,4096
50,2388779008,13434,7816,17661952,0,02-09 15:08:35,17109115,17115018,17399808,0
51,2390941696,163,889,10223616,0,02-09 15:08:36,10502144,10506561,10485760,0
51,2393374720,272,1448,9830400,0,02-09 15:08:37,9773099,9780119,9830400,0
50,2395267072,163,889,9699328,0,02-09 15:08:38,9777152,9779692,9699328,0
51,2395267072,463,4641,10354688,53248,02-09 15:08:39,10170368,10176166,10092544,0
51,2402230272,272,1448,10530816,0,02-09 15:08:40,10436651,10440909,10616832,0
49,2402770944,163,889,8388608,0,02-09 15:08:41,8388608,8392033,8388608,0
52,2402770944,163,889,8781824,0,02-09 15:08:42,8781824,8788507,8781824,0
50,2402770944,272,1448,9437184,0,02-09 15:08:43,9510955,9515803,9437184,0
50,2402074624,163,955,9043968,0,02-09 15:08:44,8916992,8920665,9043968,0
51,2402074624,229,1291,8912896,53248,02-09 15:08:45,9048064,9052823,8912896,0
51,2402074624,272,1448,9719808,65536,02-09 15:08:46,9711659,9714040,9719808,8192
51,2401021952,295,2141,9175040,0,02-09 15:08:47,9379840,9383218,9175040,0
50,2401026048,163,889,3407872,0,02-09 15:08:48,10440482,0,3407872,0
52,2401026048,252908,7142,0,0,02-09 15:08:49,462900,4040,0,8192
51,2401038336,13566,7816,14536704,0,02-09 15:08:50,14069883,14075384,14536704,0
51,2401038336,163,889,11141120,327680,02-09 15:08:51,11030528,11035193,11141120,0
51,2401038336,272,1448,11141120,0,02-09 15:08:52,11030571,11035620,11141120,0
50,2400509952,163,889,9961472,0,02-09 15:08:53,10039296,10044008,9961472,0
51,2400509952,163,799,9306112,0,02-09 15:08:54,9248768,9251060,9306112,0
51,2400509952,272,1448,10354688,0,02-09 15:08:55,10301483,10308751,10354688,0
51,2400509952,163,889,9437184,49152,02-09 15:08:56,9445376,9449297,9175040,0
51,2405376000,163,889,9306112,0,02-09 15:08:57,9314304,9317139,9568256,0
52,2415919104,272,1448,10485760,0,02-09 15:08:58,10567723,10573067,10485760,0
52,2425110528,463,4641,9830400,0,02-09 15:08:59,9773056,9779692,9830400,0
58,2055970816,229,1021,8138752,0,02-09 15:09:00,8122368,8127717,7864320,0
50,2055970816,272,1448,11030528,106496,02-09 15:09:01,11030571,11035620,11030528,8192
49,2055970816,361,2545,9437184,36864,02-09 15:09:02,9510912,9515376,9437184,0
50,2050187264,183965,2401,1179648,0,02-09 15:09:03,8920846,486,1441792,0
51,2050195456,16506,203888,8241152,0,02-09 15:09:04,7799074,7799048,7979008,12288
50,2050203648,1549,310598,10878976,0,02-09 15:09:05,11563132,11564567,11141120,0
50,2050224128,163,889,11010048,0,02-09 15:09:06,11030528,11035193,11010048,0
50,2050224128,272,1514,10092544,0,02-09 15:09:07,10170411,10176593,10092544,0
50,2050224128,217,1519,9568256,57344,02-09 15:09:08,9310208,9317139,9306112,0
50,2050224128,505,4683,8912896,0,02-09 15:09:09,9052160,9052823,9175040,0
50,2050224128,272,1448,9306112,0,02-09 15:09:10,9179179,9185408,9043968,0
50,2052386816,163,889,7602176,131072,02-09 15:09:11,7729152,7731243,7864320,8192
49,2052386816,163,807,9306112,0,02-09 15:09:12,9179136,9184981,9043968,0
51,2052386816,272,1358,9699328,36864,02-09 15:09:13,9773099,9780119,9699328,8192
49,2052386816,229,1021,10616832,0,02-09 15:09:14,10702848,10704798,10878976,0
50,2052386816,163,889,10747904,0,02-09 15:09:15,10829824,10836956,10747904,0
51,2052386816,272,1448,9719808,0,02-09 15:09:16,9777195,9780119,9719808,0
50,2052386816,295,2223,9568256,0,02-09 15:09:17,9904128,9911850,9568256,0
51,2052386816,178745,2786,0,20480,02-09 15:09:18,7268871,488,0,4096
50,2052386816,14632,12415,6799360,0,02-09 15:09:19,6738086,6741042,7454720,0
49,2052386816,163,889,12320768,0,02-09 15:09:20,11825152,11828141,11665408,0
50,2052382720,2293,124466,9961472,0,02-09 15:09:21,10170492,10176908,9699328,4096
49,2052382720,272,1448,10616832,0,02-09 15:09:22,10899499,10903462,10878976,0
50,2052382720,205,931,11665408,0,02-09 15:09:23,11493376,11497746,11665408,0
50,2052386816,163,889,11010048,57344,02-09 15:09:24,11161600,11167351,11010048,0
50,2058604544,272,1448,11141120,0,02-09 15:09:25,10829867,10837383,10878976,0
50,2058604544,163,889,10878976,0,02-09 15:09:26,10964992,10969114,11141120,0
50,2058604544,163,889,10485760,0,02-09 15:09:27,10567680,10572640,10485760,0
53,2057715712,272,1448,9781248,0,02-09 15:09:28,9908267,9912277,9781248,0
50,2056663040,529,4773,10223616,12288,02-09 15:09:29,10039296,10044008,9961472,0
51,2056663040,163,955,9961472,0,02-09 15:09:30,10170368,10176166,10223616,0
51,2056871936,592,2506,1499136,0,02-09 15:09:31,8976540,363,1499136,0
42,2056871936,361,6092,0,0,02-09 15:09:32,24567,345,0,8192
0,2056871936,163,889,0,0,02-09 15:09:33,43,345,0,8192
0,2056871936,272,1416,0,49152,02-09 15:09:34,43,427,0,8192
0,2056871936,163,865,0,0,02-09 15:09:35,24567,345,0,8192
0,2056871936,163,865,0,0,02-09 15:09:36,43,345,0,8192
0,2056871936,272,1416,0,0,02-09 15:09:37,43,427,0,8192
42,2056871936,108898,33819,0,0,02-09 15:09:38,102220,30258,0,4096
51,2056871936,9679,10310,32768,24576,02-09 15:09:39,9122,9537,32768,8192
50,2056871936,9422,7160,0,0,02-09 15:09:40,8954,6024,0,12288
49,2056871936,9314,6558,0,61440,02-09 15:09:41,24567,345,0,28672
50,2056871936,163,889,0,0,02-09 15:09:42,43,345,0,28672
50,2054324224,9423,7093,0,0,02-09 15:09:43,8955,5874,0,8192
20,2054230016,134863,55209,1241088,86016,02-09 15:09:44,9314427,9317697,1241088,12288
50,2052653056,163,889,0,0,02-09 15:09:45,23515136,23524124,1241088,12288
49,2052653056,272,1424,0,24576,02-09 15:09:46,22851627,22863761,1241088,12288
49,2052653056,295,2199,0,0,02-09 15:09:47,22523904,22532939,1241088,12288
49,2052653056,163,865,0,0,02-09 15:09:48,25161728,25176099,1241088,12288
49,2052653056,463,4277,0,282624,02-09 15:09:49,23314475,23326314,1241088,12288
50,2052796416,14703,208462,0,0,02-09 15:09:50,23884156,23884720,0,12288
50,2052796416,272,37846,0,20480,02-09 15:09:51,23445504,23458045,0,12288
50,2052796416,163,947,0,0,02-09 15:09:52,20209707,20220601,0,12288
49,2052796416,163,931,0,0,02-09 15:09:53,21864448,21872149,0,12288
49,2052837376,217,1495,0,0,02-09 15:09:54,22917120,22929413,0,4096
50,2052837376,272,1448,0,73728,02-09 15:09:55,22323243,22335129,0,4096
50,2052923392,113303,7562,0,0,02-09 15:09:56,23249029,23259853,0,16384
50,2052923392,163,889,0,0,02-09 15:09:57,24371200,24383151,0,16384
49,2052923392,272,1424,0,0,02-09 15:09:58,23515179,23524551,0,16384
49,2052923392,463,4195,0,0,02-09 15:09:59,23908352,23920598,0,16384
50,2053193728,163,865,0,49152,02-09 15:10:00,24702976,24713546,0,16384
49,2053734400,1304,122182,0,0,02-09 15:10:01,24572071,24582557,0,4096
50,2054004736,223326,122645,0,0,02-09 15:10:02,21860609,21872936,0,12288
49,2054004736,163,94819,0,0,02-09 15:10:03,23318528,23325887,0,12288
49,2054275072,314,1466,0,0,02-09 15:10:04,23777323,23788867,0,12288
49,2055086080,163,865,0,0,02-09 15:10:05,24170496,24184914,0,12288
49,2055856128,163,865,0,53248,02-09 15:10:06,24043520,24052756,0,12288
49,2057199616,338,1722,0,0,02-09 15:10:07,20009010,20021852,0,12288
15,2057420800,126236,16703856,0,0,02-09 15:10:08,16978171,16983602,0,12288
1,2057420800,27415,24599253,0,0,02-09 15:10:09,24571904,24581388,0,12288
1,2057420800,26420,24053425,0,0,02-09 15:10:10,24105003,24119262,0,12288
1,2057420800,26335,24292794,0,65536,02-09 15:10:11,24174592,24184914,0,8192
1,2057437184,25951,23327741,0,69632,02-09 15:10:12,23183360,23193729,0,4096
0,2057437184,17339,13902062,0,0,02-09 15:10:13,13724084,13733978,0,4096
59,2059280384,74896,6659,20480,0,02-09 15:10:14,13148283,13150278,20480,8192
49,2059812864,561,955,475136,49152,02-09 15:10:15,9441280,9449297,20480,8192
49,2059812864,272,1766,0,0,02-09 15:10:16,8785963,8788934,20480,8192
50,2059812864,415,2895,0,0,02-09 15:10:17,9379840,9383218,0,4096
49,2059812864,229,955,0,0,02-09 15:10:18,9576448,9581455,0,4096
50,2059812864,572,4747,0,0,02-09 15:10:19,8519723,8524618,0,4096
50,2059812864,205,931,0,20480,02-09 15:10:20,9179136,9184981,0,4096
49,2059812864,163,841,0,315392,02-09 15:10:21,10833920,10836956,0,4096
49,2059812864,272,1424,0,0,02-09 15:10:22,12812331,12819753,0,4096
49,2059812864,163,865,0,0,02-09 15:10:23,11558912,11563825,0,4096
49,2059812864,229,997,0,0,02-09 15:10:24,11755520,11762062,0,4096
49,2059812864,272,1424,0,0,02-09 15:10:25,11030571,11035620,0,4096
49,2059677696,1447,107468,0,40960,02-09 15:10:26,9642115,9647765,0,4096
54,2059997184,14560,8227,0,0,02-09 15:10:27,15397113,15397706,0,4096
49,2059997184,272,1424,0,0,02-09 15:10:28,9973803,9978356,0,4096
50,2059997184,529,4486,0,0,02-09 15:10:29,10829824,10836956,0,4096
50,2059997184,163,865,0,0,02-09 15:10:30,11030528,11035193,0,4096
49,2059997184,272,1424,0,40960,02-09 15:10:31,9642027,9647961,0,4096
50,2060378112,295,931,0,0,02-09 15:10:32,9646080,9647534,0,4096
